id,y,x0,x1,x2,x3,x4,x5,x6,x7
753,0,3,33.0,1,0,0,9.5,7,2
754,0,3,23.0,1,0,0,7.8958,7,2
755,1,2,48.0,0,1,2,65.0,7,2
756,1,2,0.67,1,1,1,14.5,7,2
757,0,3,28.0,1,0,0,7.7958,7,2
758,0,2,18.0,1,0,0,11.5,7,2
759,0,3,34.0,1,0,0,8.05,7,2
760,1,1,33.0,0,0,0,86.5,1,2
761,0,3,24.0,1,0,0,14.5,7,2
762,0,3,41.0,1,0,0,7.125,7,2
763,1,3,20.0,1,0,0,7.2292,7,0
764,1,1,36.0,0,1,2,120.0,1,2
765,0,3,16.0,1,0,0,7.775,7,2
766,1,1,51.0,0,1,0,77.9583,3,2
767,0,1,24.0,1,0,0,39.6,7,0
768,0,3,30.5,0,0,0,7.75,7,1
769,0,3,24.0,1,1,0,24.15,7,1
770,0,3,32.0,1,0,0,8.3625,7,2
771,0,3,24.0,1,0,0,9.5,7,2
772,0,3,48.0,1,0,0,7.8542,7,2
773,0,2,57.0,0,0,0,10.5,4,2
774,0,3,24.0,1,0,0,7.225,7,0
775,1,2,54.0,0,1,3,23.0,7,2
776,0,3,18.0,1,0,0,7.75,7,2
777,0,3,24.0,1,0,0,7.75,5,1
778,1,3,5.0,0,0,0,12.475,7,2
779,0,3,24.0,1,0,0,7.7375,7,1
780,1,1,43.0,0,0,1,211.3375,1,2
781,1,3,13.0,0,0,0,7.2292,7,0
782,1,1,17.0,0,1,0,57.0,1,2
783,0,1,29.0,1,0,0,30.0,3,2
784,0,3,24.0,1,1,2,23.45,7,2
785,0,3,25.0,1,0,0,7.05,7,2
786,0,3,25.0,1,0,0,7.25,7,2
787,1,3,18.0,0,0,0,7.4958,7,2
788,0,3,8.0,1,4,1,29.125,7,1
789,1,3,1.0,1,1,2,20.575,7,2
790,0,1,46.0,1,0,0,79.2,1,0
791,0,3,24.0,1,0,0,7.75,7,1
792,0,2,16.0,1,0,0,26.0,7,2
793,0,3,24.0,0,8,2,69.55,7,2
794,0,1,24.0,1,0,0,30.6958,7,0
795,0,3,25.0,1,0,0,7.8958,7,2
796,0,2,39.0,1,0,0,13.0,7,2
797,1,1,49.0,0,0,0,25.9292,3,2
798,1,3,31.0,0,0,0,8.6833,7,2
799,0,3,30.0,1,0,0,7.2292,7,0
800,0,3,30.0,0,1,1,24.15,7,2
801,0,2,34.0,1,0,0,13.0,7,2
802,1,2,31.0,0,1,1,26.25,7,2
803,1,1,11.0,1,1,2,120.0,1,2
804,1,3,0.42,1,0,1,8.5167,7,0
805,1,3,27.0,1,0,0,6.975,7,2
806,0,3,31.0,1,0,0,7.775,7,2
807,0,1,39.0,1,0,0,0.0,0,2
808,0,3,18.0,0,0,0,7.775,7,2
809,0,2,39.0,1,0,0,13.0,7,2
810,1,1,33.0,0,1,0,53.1,4,2
811,0,3,26.0,1,0,0,7.8875,7,2
812,0,3,39.0,1,0,0,24.15,7,2
813,0,2,35.0,1,0,0,10.5,7,2
814,0,3,6.0,0,4,2,31.275,7,2
815,0,3,30.5,1,0,0,8.05,7,2
816,0,1,24.0,1,0,0,0.0,1,2
817,0,3,23.0,0,0,0,7.925,7,2
818,0,2,31.0,1,1,1,37.0042,7,0
819,0,3,43.0,1,0,0,6.45,7,2
820,0,3,10.0,1,3,2,27.9,7,2
821,1,1,52.0,0,1,1,93.5,1,2
822,1,3,27.0,1,0,0,8.6625,7,2
823,0,1,38.0,1,0,0,0.0,7,2
824,1,3,27.0,0,0,1,12.475,4,2
825,0,3,2.0,1,4,1,39.6875,7,2
826,0,3,24.0,1,0,0,6.95,7,1
827,0,3,24.0,1,0,0,56.4958,7,2
828,1,2,1.0,1,0,2,37.0042,7,0
829,1,3,24.0,1,0,0,7.75,7,1
830,1,1,62.0,0,0,0,80.0,1,2
831,1,3,15.0,0,1,0,14.4542,7,0
832,1,2,0.83,1,1,1,18.75,7,2
833,0,3,24.0,1,0,0,7.2292,7,0
834,0,3,23.0,1,0,0,7.8542,7,2
835,0,3,18.0,1,0,0,8.3,7,2
836,1,1,39.0,0,1,1,83.1583,4,0
837,0,3,21.0,1,0,0,8.6625,7,2
838,0,3,24.0,1,0,0,8.05,7,2
839,1,3,32.0,1,0,0,56.4958,7,2
840,1,1,24.0,1,0,0,29.7,2,0
841,0,3,20.0,1,0,0,7.925,7,2
842,0,2,16.0,1,0,0,10.5,7,2
843,1,1,30.0,0,0,0,31.0,7,0
844,0,3,34.5,1,0,0,6.4375,7,0
845,0,3,17.0,1,0,0,8.6625,7,2
846,0,3,42.0,1,0,0,7.55,7,2
847,0,3,24.0,1,8,2,69.55,7,2
848,0,3,35.0,1,0,0,7.8958,7,0
849,0,2,28.0,1,0,1,33.0,7,2
850,1,1,24.0,0,1,0,89.1042,2,0
851,0,3,4.0,1,4,2,31.275,7,2
852,0,3,74.0,1,0,0,7.775,7,2
853,0,3,9.0,0,1,1,15.2458,7,0
854,1,1,16.0,0,0,1,39.4,3,2
855,0,2,44.0,0,1,0,26.0,7,2
856,1,3,18.0,0,0,1,9.35,7,2
857,1,1,45.0,0,1,1,164.8667,7,2
858,1,1,51.0,1,0,0,26.55,4,2
859,1,3,24.0,0,0,3,19.2583,7,0
860,0,3,24.0,1,0,0,7.2292,7,0
861,0,3,41.0,1,2,0,14.1083,7,2
862,0,2,21.0,1,1,0,11.5,7,2
863,1,1,48.0,0,0,0,25.9292,3,2
864,0,3,24.0,0,8,2,69.55,7,2
865,0,2,24.0,1,0,0,13.0,7,2
866,1,2,42.0,0,0,0,13.0,7,2
867,1,2,27.0,0,1,0,13.8583,7,0
868,0,1,31.0,1,0,0,50.4958,0,2
869,0,3,24.0,1,0,0,9.5,7,2
870,1,3,4.0,1,1,1,11.1333,7,2
871,0,3,26.0,1,0,0,7.8958,7,2
872,1,1,47.0,0,1,1,52.5542,3,2
873,0,1,33.0,1,0,0,5.0,1,2
874,0,3,47.0,1,0,0,9.0,7,2
875,1,2,28.0,0,1,0,24.0,7,0
876,1,3,15.0,0,0,0,7.225,7,0
877,0,3,20.0,1,0,0,9.8458,7,2
878,0,3,19.0,1,0,0,7.8958,7,2
879,0,3,24.0,1,0,0,7.8958,7,2
880,1,1,56.0,0,0,1,83.1583,2,0
881,1,2,25.0,0,0,1,26.0,7,2
882,0,3,33.0,1,0,0,7.8958,7,2
883,0,3,22.0,0,0,0,10.5167,7,2
884,0,2,28.0,1,0,0,10.5,7,2
885,0,3,25.0,1,0,0,7.05,7,2
886,0,3,39.0,0,0,5,29.125,7,1
887,0,2,27.0,1,0,0,13.0,7,2
888,1,1,19.0,0,0,0,30.0,1,2
889,0,3,24.0,0,1,2,23.45,7,2
890,1,1,26.0,1,0,0,30.0,2,0
891,0,3,32.0,1,0,0,7.75,7,1
