id,x0,x1,x2,x3,x4,x5,x6,x7
805,3,27.0,1,0,0,6.975,7,2
806,3,31.0,1,0,0,7.775,7,2
807,1,39.0,1,0,0,0.0,0,2
808,3,18.0,0,0,0,7.775,7,2
809,2,39.0,1,0,0,13.0,7,2
810,1,33.0,0,1,0,53.1,4,2
811,3,26.0,1,0,0,7.8875,7,2
812,3,39.0,1,0,0,24.15,7,2
813,2,35.0,1,0,0,10.5,7,2
814,3,6.0,0,4,2,31.275,7,2
815,3,30.5,1,0,0,8.05,7,2
816,1,24.0,1,0,0,0.0,1,2
817,3,23.0,0,0,0,7.925,7,2
818,2,31.0,1,1,1,37.0042,7,0
819,3,43.0,1,0,0,6.45,7,2
820,3,10.0,1,3,2,27.9,7,2
821,1,52.0,0,1,1,93.5,1,2
822,3,27.0,1,0,0,8.6625,7,2
823,1,38.0,1,0,0,0.0,7,2
824,3,27.0,0,0,1,12.475,4,2
825,3,2.0,1,4,1,39.6875,7,2
826,3,24.0,1,0,0,6.95,7,1
827,3,24.0,1,0,0,56.4958,7,2
828,2,1.0,1,0,2,37.0042,7,0
829,3,24.0,1,0,0,7.75,7,1
830,1,62.0,0,0,0,80.0,1,2
831,3,15.0,0,1,0,14.4542,7,0
832,2,0.83,1,1,1,18.75,7,2
833,3,24.0,1,0,0,7.2292,7,0
834,3,23.0,1,0,0,7.8542,7,2
835,3,18.0,1,0,0,8.3,7,2
836,1,39.0,0,1,1,83.1583,4,0
837,3,21.0,1,0,0,8.6625,7,2
838,3,24.0,1,0,0,8.05,7,2
839,3,32.0,1,0,0,56.4958,7,2
840,1,24.0,1,0,0,29.7,2,0
841,3,20.0,1,0,0,7.925,7,2
842,2,16.0,1,0,0,10.5,7,2
843,1,30.0,0,0,0,31.0,7,0
844,3,34.5,1,0,0,6.4375,7,0
845,3,17.0,1,0,0,8.6625,7,2
846,3,42.0,1,0,0,7.55,7,2
847,3,24.0,1,8,2,69.55,7,2
848,3,35.0,1,0,0,7.8958,7,0
849,2,28.0,1,0,1,33.0,7,2
850,1,24.0,0,1,0,89.1042,2,0
851,3,4.0,1,4,2,31.275,7,2
852,3,74.0,1,0,0,7.775,7,2
853,3,9.0,0,1,1,15.2458,7,0
854,1,16.0,0,0,1,39.4,3,2
855,2,44.0,0,1,0,26.0,7,2
856,3,18.0,0,0,1,9.35,7,2
857,1,45.0,0,1,1,164.8667,7,2
858,1,51.0,1,0,0,26.55,4,2
859,3,24.0,0,0,3,19.2583,7,0
860,3,24.0,1,0,0,7.2292,7,0
861,3,41.0,1,2,0,14.1083,7,2
862,2,21.0,1,1,0,11.5,7,2
863,1,48.0,0,0,0,25.9292,3,2
864,3,24.0,0,8,2,69.55,7,2
865,2,24.0,1,0,0,13.0,7,2
866,2,42.0,0,0,0,13.0,7,2
867,2,27.0,0,1,0,13.8583,7,0
868,1,31.0,1,0,0,50.4958,0,2
869,3,24.0,1,0,0,9.5,7,2
870,3,4.0,1,1,1,11.1333,7,2
871,3,26.0,1,0,0,7.8958,7,2
872,1,47.0,0,1,1,52.5542,3,2
873,1,33.0,1,0,0,5.0,1,2
874,3,47.0,1,0,0,9.0,7,2
875,2,28.0,0,1,0,24.0,7,0
876,3,15.0,0,0,0,7.225,7,0
877,3,20.0,1,0,0,9.8458,7,2
878,3,19.0,1,0,0,7.8958,7,2
879,3,24.0,1,0,0,7.8958,7,2
880,1,56.0,0,0,1,83.1583,2,0
881,2,25.0,0,0,1,26.0,7,2
882,3,33.0,1,0,0,7.8958,7,2
883,3,22.0,0,0,0,10.5167,7,2
884,2,28.0,1,0,0,10.5,7,2
885,3,25.0,1,0,0,7.05,7,2
886,3,39.0,0,0,5,29.125,7,1
887,2,27.0,1,0,0,13.0,7,2
888,1,19.0,0,0,0,30.0,1,2
889,3,24.0,0,1,2,23.45,7,2
890,1,26.0,1,0,0,30.0,2,0
891,3,32.0,1,0,0,7.75,7,1
